assessment_id,name,url,remote_testing,adaptive_irt,test_type_codes,description,duration_minutes,job_levels,languages,skills,category
filing-numbers,Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,3.0,"Entry-Level,","English (USA),",,
financial-accounting-new,Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
financial-and-banking-services-new,Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
fire-engineering-new,Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
following-instructions-v1-uk-r1,Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English International,",,
following-instructions-v1-us-r2,Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",,
food-and-beverage-services-new,Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
food-science-new,Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
front-office-management-new,Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
fundamentals-of-chemistry-new,Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
fundamentals-of-physics-new,Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
general-diseases-new,General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,5.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
geoinformatics-engineering-new,Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),",,
geoscience-engineering-new,Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",,
git-new,GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,13.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
global-skills-assessment,Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,yes,no,C K,If you choose to continue with your current browser we cannot guarantee your experience.,16.0,,"Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,",,
graduate-scenarios,Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,",,
graduate-scenarios-narrative-report,Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Mid-Professional, Professional Individual Contributor, Manager, Graduate,",,,
graduate-scenarios-profile-report,Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",,,
hibernate-new,Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,5.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
hipaa-security,HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,15.0,"Front Line Manager, Manager,","English (USA),",,
hipo-assessment-report-1-0,HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,yes,no,C P,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
hipo-assessment-report-2-0,HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,yes,no,C P,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
hipo-unlocking-potential-report-2-0,HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,yes,no,C,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
housekeeping-new,Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Entry-Level, Front Line Manager, Supervisor,","English (USA),",,
htmlcss-new,HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,12.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
html5-new,HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,11.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
human-resources-new,Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
ibm-datastage-new,IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,15.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
ibm-sterling-order-management-system-new,IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,13.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
industrial-engineering-new,Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
informatica-architecture-new,Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
informatica-developer-new,Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,11.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
instrumentation-engineering-new,Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,12.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
interpersonal-communications,Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,15.0,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",,
interviewing-and-hiring-concepts-u-s,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,15.0,"Front Line Manager, Manager,","English (USA),",,
ios-development-new,iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
itil-it-infrastructure-library-new,ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
java-2-platform-enterprise-edition-1-4-fundamental,Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,30.0,"Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),",,
java-8-new,Java 8 (New),https://www.shl.com/products/product-catalog/view/java-8-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,18.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
java-design-patterns-new,Java Design Patterns (New),https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,5.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
java-frameworks-new,Java Frameworks (New),https://www.shl.com/products/product-catalog/view/java-frameworks-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,17.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
java-platform-enterprise-edition-7-java-ee-7,Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,30.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
java-web-services-new,Java Web Services (New),https://www.shl.com/products/product-catalog/view/java-web-services-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,8.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
javascript-new,JavaScript (New),https://www.shl.com/products/product-catalog/view/javascript-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
jenkins-new,Jenkins (New),https://www.shl.com/products/product-catalog/view/jenkins-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
job-control-language-new,Job Control Language (New),https://www.shl.com/products/product-catalog/view/job-control-language-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
jquery-new,jQuery (New),https://www.shl.com/products/product-catalog/view/jquery-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
kubernetes-new,Kubernetes (New),https://www.shl.com/products/product-catalog/view/kubernetes-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
linux-administration-new,Linux Administration (New),https://www.shl.com/products/product-catalog/view/linux-administration-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
linux-operating-system,Linux Operating System,https://www.shl.com/products/product-catalog/view/linux-operating-system/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,15.0,"Entry-Level, General Population, Graduate, Professional Individual Contributor,","English (USA),",,
linux-programming-general,Linux Programming (General),https://www.shl.com/products/product-catalog/view/linux-programming-general/,yes,yes,K,If you choose to continue with your current browser we cannot guarantee your experience.,25.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
load-runner-new,Load Runner (New),https://www.shl.com/products/product-catalog/view/load-runner-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
management-scenarios,Management Scenarios,https://www.shl.com/products/product-catalog/view/management-scenarios/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Italian, English International, Korean, Arabic,",,
managerial-scenarios-candidate-report,Managerial Scenarios Candidate Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,,
managerial-scenarios-narrative-report,Managerial Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-narrative-report/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,,
managerial-scenarios-profile-report,Managerial Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/managerial-scenarios-profile-report/,yes,no,B,If you choose to continue with your current browser we cannot guarantee your experience.,,"Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,",,,
manual-testing-new,Manual Testing (New),https://www.shl.com/products/product-catalog/view/manual-testing-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
mechanical-and-vigilance-focus-8-0,Manufac. & Indust. - Mechanical & Vigilance 8.0,https://www.shl.com/products/product-catalog/view/mechanical-and-vigilance-focus-8-0/,yes,no,A P,If you choose to continue with your current browser we cannot guarantee your experience.,49.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",,
safety-and-dependability-focus-8-0,Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,16.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), German, Latin American Spanish, French, English International, Chinese Simplified, Italian, Japanese,",,
essential-focus-8-0,Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,16.0,"Mid-Professional, Professional Individual Contributor, Entry-Level, Graduate, Manager,","English International, French, English (USA), Chinese Simplified, Italian, Japanese, Latin American Spanish, German,",,
mechanical-focus-8-0,Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,yes,no,A P,If you choose to continue with your current browser we cannot guarantee your experience.,31.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor,","English (USA), English International, Italian, Japanese, Latin American Spanish, Chinese Simplified,",,
vigilance-focus-8-0,Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,yes,no,A P,If you choose to continue with your current browser we cannot guarantee your experience.,34.0,"Entry-Level, Mid-Professional, Professional Individual Contributor, Graduate, Manager,","English (USA),",,
marketing-new,Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
maven-new,Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
mechanical-engineering-new,Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
mechatronics-engineering-new,Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,19.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
medical-terminology-new,Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,3.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
metallurgical-engineering-new,Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,10.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
mfs-360-enterprise-leadership-report,MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,yes,no,D,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
mfs-360-ucf-group-report,MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,yes,no,D,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
mfs-360-ucf-performance-potential-dev-tips-report,MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,yes,no,D,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
mfs-360-ucf-standard-report,MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,yes,no,D,If you choose to continue with your current browser we cannot guarantee your experience.,,,,,
micro-focus-unified-functional-testing-new,Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,12.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
microservices-new,Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
microsoft-dynamics-development-new,Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
microsoft-excel-365-essentials-new,Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,yes,no,K S,If you choose to continue with your current browser we cannot guarantee your experience.,30.0,"Entry-Level,","English (USA),",,
microsoft-excel-365-new,Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,yes,no,K S,,,,,,
microsoft-outlook-2013-adaptive,Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,yes,yes,K,,,,,,
microsoft-powerpoint-365-essentials-new,Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,yes,no,K S,,,,,,
microsoft-sql-server-2014-programming,Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,yes,yes,K,,,,,,
microsoft-windows-server-2012-administration,Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,yes,yes,K,,,,,,
microsoft-word-365-essentials-new,Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,yes,no,K S,If you choose to continue with your current browser we cannot guarantee your experience.,25.0,"Entry-Level,","English (USA),",,
microsoft-word-365-new,Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,yes,no,S K,If you choose to continue with your current browser we cannot guarantee your experience.,35.0,"Entry-Level,","English (USA),",,
mineral-engineering-new,Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,12.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
mining-engineering-new,Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,16.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
mobility-new,Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
molecular-biology-new,Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",,
mongodb-new,MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
motivation-questionnaire-mqm5,Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,",,
mq-candidate-motivation-report,MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Chinese Simplified,",,
mq-employee-motivation-report,MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Chinese Simplified, English International, English (USA),",,
mq-motivation-report-pack,MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Chinese Simplified, English International, English (USA),",,
mq-profile,MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,",,
ms-access-new,MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
ms-excel-new,MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,6.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),",,
ms-office-basic-computer-literacy-new,MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,",,
ms-office-basic-computer-literacy-sim-new,MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,yes,no,S,If you choose to continue with your current browser we cannot guarantee your experience.,5.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
ms-powerpoint-new,MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,4.0,"Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),",,
ms-word-new,MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,4.0,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),",,
mulesoft-development-new,MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,17.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
multitasking-ability,Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,yes,no,A K S,If you choose to continue with your current browser we cannot guarantee your experience.,20.0,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",,
networking-and-implementation-new,Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,7.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
node-js-new,Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,9.0,"Mid-Professional, Professional Individual Contributor,","English (USA),",,
nursing-new,Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,yes,no,K,If you choose to continue with your current browser we cannot guarantee your experience.,11.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",,
occupational-personality-questionnaire-opq32r,Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,yes,no,P,If you choose to continue with your current browser we cannot guarantee your experience.,,"Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,","English International, French (Canada), Portuguese, Chinese Simplified, Chinese Traditional, French (Belgium), French, Polish, Slovak, Czech, Danish, Flemish, Dutch, Estonian, Finnish, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, English (USA), Arabic, Portuguese (Brazil), Spanish, Latin American Spanish, Romanian, Russian, Serbian, Swedish, Thai, Turkish, Malay, Vietnamese,",,
