assessment_id,name,url,remote_testing,adaptive_irt,duration_minutes,test_type_codes,is_knowledge,is_skill,is_personality,is_behavioral,is_coach,is_ability,is_evaluation,is_development,skills,category,job_levels,languages,description,text_for_embedding
electrical-and-electronics-engineering-new,Electrical and Electronics Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-and-electronics-engineering-new/,1,0,14.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Electrical and Electronics Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
electrical-engineering-new,Electrical Engineering (New),https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Electrical Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
electronics-and-telecommunications-engineering-new,Electronics & Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,1,0,15.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Electronics & Telecommunications Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
electronics-and-embedded-systems-engineering-new,Electronics and Embedded Systems Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-embedded-systems-engineering-new/,1,0,18.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Electronics and Embedded Systems Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
electronics-and-semiconductor-engineering-new,Electronics and Semiconductor Engineering (New),https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Electronics and Semiconductor Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
english-comprehension-new,English Comprehension (New),https://www.shl.com/products/product-catalog/view/english-comprehension-new/,1,0,0.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"English Comprehension (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA),"
enterprise-java-beans-new,Enterprise Java Beans (New),https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,1,0,4.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Enterprise Java Beans (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
enterprise-leadership-report,Enterprise Leadership Report 1.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report/,1,0,,P,0,0,1,0,0,0,0,0,nan,nan,"Director, Executive, Manager, Mid-Professional,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Enterprise Leadership Report 1.0 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Executive, Manager, Mid-Professional, | nan"
enterprise-leadership-report-2-0,Enterprise Leadership Report 2.0,https://www.shl.com/products/product-catalog/view/enterprise-leadership-report-2-0/,1,0,,P,0,0,1,0,0,0,0,0,nan,nan,"Director, Executive, Manager, Mid-Professional,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Enterprise Leadership Report 2.0 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Executive, Manager, Mid-Professional, | nan"
entry-level-cashier-solution,Entry Level Cashier Solution,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,1,0,19.0,C P,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Cashier Solution | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA), English International, French (Canada), German, Italian, French, Dutch, Norwegian, Finnish, Swedish, Danish, Arabic, Chinese Simplified, Latin American Spanish,"
entry-level-customer-serv-retail-and-contact-center,Entry Level Customer Serv-Retail & Contact Center,https://www.shl.com/products/product-catalog/view/entry-level-customer-serv-retail-and-contact-center/,1,0,19.0,P C,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, English International, English (USA), French (Canada), Italian, Dutch, Norwegian, Finnish, Danish,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Customer Serv-Retail & Contact Center | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, English International, English (USA), French (Canada), Italian, Dutch, Norwegian, Finnish, Danish,"
entry-level-customer-service-general-solution,Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,1,0,14.0,C P,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Customer Service (General) Solution | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic,"
entry-level-hotel-front-desk-solution,Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,1,0,20.0,C P,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Hotel Front Desk Solution | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish,"
entry-level-sales-solution,Entry Level Sales Solution,https://www.shl.com/products/product-catalog/view/entry-level-sales-solution/,1,0,20.0,C P,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Sales Solution | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | German, Italian, Chinese Simplified, Finnish, Danish, English (USA), English International, Latin American Spanish, French (Canada), French, Dutch, Norwegian, Swedish, Arabic,"
entry-level-technical-support-solution,Entry Level Technical Support Solution,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/,1,0,18.0,P C,0,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,",If you choose to continue with your current browser we cannot guarantee your experience.,"Entry Level Technical Support Solution | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | Latin American Spanish, German, Chinese Simplified, Finnish, Danish, English (USA), English International, French (Canada), Italian, French, Dutch, Norwegian, Swedish, Arabic,"
etl-testing-new,ETL Testing (New),https://www.shl.com/products/product-catalog/view/etl-testing-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ETL Testing (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
executive-scenarios,Executive Scenarios,https://www.shl.com/products/product-catalog/view/executive-scenarios/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Director, Executive, Manager,","Italian, English (USA), English International, Korean,",If you choose to continue with your current browser we cannot guarantee your experience.,"Executive Scenarios | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Executive, Manager, | Italian, English (USA), English International, Korean,"
executive-scenarios-narrative-report,Executive Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Director, Executive, Manager,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Executive Scenarios Narrative Report | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Executive, Manager, | nan"
executive-scenarios-profile-report,Executive Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Director, Executive, Manager,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Executive Scenarios Profile Report | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Director, Executive, Manager, | nan"
expressjs-new,ExpressJS (New),https://www.shl.com/products/product-catalog/view/expressjs-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ExpressJS (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
filing-names-r1,Filing - Names (R1),https://www.shl.com/products/product-catalog/view/filing-names-r1/,1,0,3.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Filing - Names (R1) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA),"
filing-numbers,Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,1,0,3.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Filing - Numbers | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, | English (USA),"
financial-accounting-new,Financial Accounting (New),https://www.shl.com/products/product-catalog/view/financial-accounting-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Financial Accounting (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
financial-and-banking-services-new,Financial and Banking Services (New),https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Financial and Banking Services (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
fire-engineering-new,Fire Engineering (New),https://www.shl.com/products/product-catalog/view/fire-engineering-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Fire Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
following-instructions-v1-uk-r1,Following Instructions v1 - UK (R1),https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English International,",If you choose to continue with your current browser we cannot guarantee your experience.,"Following Instructions v1 - UK (R1) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, | English International,"
following-instructions-v1-us-r2,Following Instructions v1 - US (R2),https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Following Instructions v1 - US (R2) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor, | English (USA),"
food-and-beverage-services-new,Food and Beverage Services (New),https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Food and Beverage Services (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
food-science-new,Food Science (New),https://www.shl.com/products/product-catalog/view/food-science-new/,1,0,6.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Food Science (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
front-office-management-new,Front Office Management (New),https://www.shl.com/products/product-catalog/view/front-office-management-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Front Office Management (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
fundamentals-of-chemistry-new,Fundamentals of Chemistry (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Fundamentals of Chemistry (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
fundamentals-of-physics-new,Fundamentals of Physics (New),https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Fundamentals of Physics (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
general-diseases-new,General Diseases (New),https://www.shl.com/products/product-catalog/view/general-diseases-new/,1,0,5.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"General Diseases (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
geoinformatics-engineering-new,Geoinformatics Engineering (New),https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Geoinformatics Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, Supervisor, Entry-Level, Graduate, | English (USA),"
geoscience-engineering-new,Geoscience Engineering (New),https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor, Graduate,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Geoscience Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, Graduate, | English (USA),"
git-new,GIT (New),https://www.shl.com/products/product-catalog/view/git-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"GIT (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
global-skills-assessment,Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,1,0,16.0,C K,0,0,0,0,0,0,0,0,nan,nan,nan,"Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,",If you choose to continue with your current browser we cannot guarantee your experience.,"Global Skills Assessment | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish,"
graduate-scenarios,Graduate Scenarios,https://www.shl.com/products/product-catalog/view/graduate-scenarios/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Manager, Mid-Professional, Professional Individual Contributor, Graduate,","English International,",If you choose to continue with your current browser we cannot guarantee your experience.,"Graduate Scenarios | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Manager, Mid-Professional, Professional Individual Contributor, Graduate, | English International,"
graduate-scenarios-narrative-report,Graduate Scenarios Narrative Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor, Manager, Graduate,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Graduate Scenarios Narrative Report | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, Manager, Graduate, | nan"
graduate-scenarios-profile-report,Graduate Scenarios Profile Report,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/,1,0,,B,0,0,0,1,0,0,0,0,nan,nan,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,",nan,If you choose to continue with your current browser we cannot guarantee your experience.,"Graduate Scenarios Profile Report | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Manager, Mid-Professional, Professional Individual Contributor, | nan"
hibernate-new,Hibernate (New),https://www.shl.com/products/product-catalog/view/hibernate-new/,1,0,5.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Hibernate (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
hipaa-security,HIPAA (Security),https://www.shl.com/products/product-catalog/view/hipaa-security/,1,1,15.0,K,1,0,0,0,0,0,0,0,nan,nan,"Front Line Manager, Manager,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"HIPAA (Security) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Front Line Manager, Manager, | English (USA),"
hipo-assessment-report-1-0,HiPo Assessment Report 1.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,1,0,,C P,0,0,0,0,0,0,0,0,nan,nan,nan,nan,If you choose to continue with your current browser we cannot guarantee your experience.,HiPo Assessment Report 1.0 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | nan
hipo-assessment-report-2-0,HiPo Assessment Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,1,0,,C P,0,0,0,0,0,0,0,0,nan,nan,nan,nan,If you choose to continue with your current browser we cannot guarantee your experience.,HiPo Assessment Report 2.0 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | nan
hipo-unlocking-potential-report-2-0,HiPo Unlocking Potential Report 2.0,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,1,0,,C,0,0,0,0,0,0,0,0,nan,nan,nan,nan,If you choose to continue with your current browser we cannot guarantee your experience.,HiPo Unlocking Potential Report 2.0 | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | nan | nan
housekeeping-new,Housekeeping (New),https://www.shl.com/products/product-catalog/view/housekeeping-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Front Line Manager, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Housekeeping (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Front Line Manager, Supervisor, | English (USA),"
htmlcss-new,HTML/CSS (New),https://www.shl.com/products/product-catalog/view/htmlcss-new/,1,0,12.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"HTML/CSS (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
html5-new,HTML5 (New),https://www.shl.com/products/product-catalog/view/html5-new/,1,0,11.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"HTML5 (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
human-resources-new,Human Resources (New),https://www.shl.com/products/product-catalog/view/human-resources-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Human Resources (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
ibm-datastage-new,IBM DataStage (New),https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,1,0,15.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"IBM DataStage (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
ibm-sterling-order-management-system-new,IBM Sterling Order Management System (New),https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/,1,0,13.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"IBM Sterling Order Management System (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
industrial-engineering-new,Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,1,0,9.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Industrial Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
informatica-architecture-new,Informatica (Architecture) (New),https://www.shl.com/products/product-catalog/view/informatica-architecture-new/,1,0,10.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Informatica (Architecture) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
informatica-developer-new,Informatica (Developer) (New),https://www.shl.com/products/product-catalog/view/informatica-developer-new/,1,0,11.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Informatica (Developer) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
instrumentation-engineering-new,Instrumentation Engineering (New),https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,1,0,12.0,K,1,0,0,0,0,0,0,0,nan,nan,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Instrumentation Engineering (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Graduate, Mid-Professional, Professional Individual Contributor, | English (USA),"
interpersonal-communications,Interpersonal Communications,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,1,1,15.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Interpersonal Communications | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, | English (USA),"
interviewing-and-hiring-concepts-u-s,Interviewing and Hiring Concepts (U.S.),https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,1,1,15.0,K,1,0,0,0,0,0,0,0,nan,nan,"Front Line Manager, Manager,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Interviewing and Hiring Concepts (U.S.) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Front Line Manager, Manager, | English (USA),"
ios-development-new,iOS Development (New),https://www.shl.com/products/product-catalog/view/ios-development-new/,1,0,7.0,K,1,0,0,0,0,0,0,0,nan,nan,"Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"iOS Development (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Mid-Professional, Professional Individual Contributor, | English (USA),"
itil-it-infrastructure-library-new,ITIL (IT Infrastructure Library) (New),https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,1,0,8.0,K,1,0,0,0,0,0,0,0,nan,nan,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"ITIL (IT Infrastructure Library) (New) | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Manager, Mid-Professional, Professional Individual Contributor, Supervisor, | English (USA),"
java-2-platform-enterprise-edition-1-4-fundamental,Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,1,1,30.0,K,1,0,0,0,0,0,0,0,nan,nan,"Entry-Level, Mid-Professional, Professional Individual Contributor,","English (USA),",If you choose to continue with your current browser we cannot guarantee your experience.,"Java 2 Platform Enterprise Edition 1.4 Fundamental | If you choose to continue with your current browser we cannot guarantee your experience. | nan | nan | Entry-Level, Mid-Professional, Professional Individual Contributor, | English (USA),"
